nw_dst=174.181.127.243/32, tp_src=67, tp_dst=64
nw_dst=174.181.127.238/32, tp_src=67, tp_dst=16384
nw_src=112.43.69.54/32, nw_dst=182.129.76.254/32, tp_src=67, tp_dst=4096, dl_dst=fa:16:3e:67:5a:03
nw_src=112.43.66.9/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:1a:2b:42
nw_src=112.43.66.11/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:dc:44:e4
nw_src=112.43.66.10/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:e9:34:e1
nw_src=112.43.66.29/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:58:46:bf
nw_dst=174.181.127.162/32
nw_src=112.43.66.26/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:4c:ec:80
nw_src=112.43.69.38/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:9d:47:e9
nw_dst=177.247.232.243/32, dl_dst=fa:16:3e:08:e3:d1
nw_src=112.43.69.39/32, nw_dst=177.247.225.144/32, dl_dst=fa:16:3e:b3:12:00
nw_dst=177.247.224.211/32, dl_dst=fa:16:3e:65:8c:a0
dl_dst=fa:16:3e:58:b3:9a
nw_src=112.43.69.39/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:91:c0:db
dl_dst=fa:16:3e:a0:e0:f8
nw_src=112.43.69.52/32, dl_src=fa:16:3e:dc:ea:85
nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:9a:7d:6d
nw_src=112.43.69.62/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:40:0d:e7
dl_dst=fa:16:3e:bb:cd:04
nw_src=112.43.69.57/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:f3:ba:d8
nw_dst=182.129.76.254/32
in_port=36736
dl_dst=fa:16:3e:36:11:d2
nw_src=112.43.69.24/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:26:6e:6f
in_port=37677
nw_src=112.43.69.30/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:df:72:04
nw_src=112.43.69.31/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:7e:b4:d5
nw_dst=182.129.76.254/32
in_port=37690
nw_src=112.43.69.23/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:de:cd:30
nw_src=112.43.69.22/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:46:49:88
nw_src=34.206.128.129/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:d1:df:cc
nw_src=34.206.129.48/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:ed:8d:f8
nw_src=34.206.129.36/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b9:64:d9
nw_src=34.206.129.134/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:79:38:e8
nw_src=34.206.129.222/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:2c:01:d8
nw_src=12.244.254.24/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b2:51:2a
dl_dst=fa:16:3e:db:73:13
nw_src=13.249.187.200/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:dc:eb:8a
nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:4a:3e:cf
nw_src=13.249.187.209/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:0e:f4:18
nw_src=13.249.187.229/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:77:ce:54
nw_src=13.249.187.227/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:3c:ba:8b
nw_dst=182.129.76.84/32, dl_dst=01:00:00:f4:d7:4c
nw_src=28.224.28.73/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:6b:54:8e
nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b1:a2:40
nw_src=28.224.29.168/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:2e:1e:c6
nw_src=28.173.26.71/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:57:f9:e0
nw_src=28.173.26.67/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:26:7d:47
dl_dst=fa:16:3e:b8:df:19
dl_dst=fa:16:3e:b8:41:90
dl_dst=fa:16:3e:75:de:46
nw_src=28.173.26.12/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:70:88:5b
nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:82:9f:f4
nw_src=28.173.26.20/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:3d:a4:be
nw_src=28.173.26.23/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b6:6d:ad
nw_src=28.173.26.19/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b6:1f:15
nw_src=28.173.26.31/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:37:0d:1c
nw_src=28.173.26.24/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:2c:79:8a
nw_src=28.173.26.61/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:d6:81:e0
dl_dst=fa:16:3e:d9:9c:f8
nw_src=28.173.26.53/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:53:9b:7f
nw_src=28.173.26.176/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:8d:92:57
dl_dst=fa:16:3e:b6:48:38
dl_dst=fa:16:3e:dc:6e:53
nw_src=28.173.26.182/32, nw_dst=216.140.55.114/32, dl_dst=fa:16:3e:80:7c:01
in_port=37703
nw_src=28.173.26.180/32, nw_dst=216.140.5.216/32, dl_dst=fa:16:3e:77:82:8b
dl_dst=fa:16:3e:39:9f:38
nw_src=28.173.26.188/32, nw_dst=216.140.4.139/32, dl_dst=fa:16:3e:fa:7d:cb
nw_src=28.173.26.188/32, nw_dst=216.100.48.41/32, dl_dst=fa:16:3e:62:77:17
nw_src=28.173.26.188/32, nw_dst=216.100.55.192/32, dl_dst=fa:16:3e:1d:14:75
nw_src=28.173.26.184/32, nw_dst=216.100.20.135/32, dl_dst=fa:16:3e:54:86:5a
nw_src=28.173.26.184/32, nw_dst=216.100.13.205/32, dl_dst=fa:16:3e:32:72:fa
nw_src=28.173.26.184/32, nw_dst=216.100.3.195/32, dl_dst=fa:16:3e:5d:34:ad
nw_dst=216.100.4.85/32
dl_dst=fa:16:3e:18:bd:e0
nw_src=28.173.26.185/32, nw_dst=216.97.91.224/32, dl_dst=fa:16:3e:70:28:c6
nw_src=28.173.26.185/32, nw_dst=216.97.91.252/32, dl_dst=fa:16:3e:de:34:37
nw_src=28.173.26.185/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:70:aa:34
nw_src=21.188.215.44/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:5c:39:d6
dl_dst=fa:16:3e:a5:3a:54
nw_src=21.188.215.36/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:6e:ca:67
dl_dst=fa:16:3e:a8:c8:1e
dl_dst=fa:16:3e:0c:7b:c4
nw_src=21.188.215.57/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:36:14:dd
nw_src=21.188.214.90/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:66:6b:65
nw_src=21.188.214.39/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:31:4a:77
nw_src=21.188.214.2/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:73:78:d3
nw_src=21.188.214.3/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:51:66:d1
dl_src=fa:16:3e:05:3d:39
nw_src=21.188.213.7/32, dl_src=fa:16:3e:9f:1c:74
nw_src=21.188.213.2/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:a1:fd:01
nw_src=21.188.213.22/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:3d:1f:be
nw_src=21.188.213.19/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:72:20:81
dl_dst=fa:16:3e:95:cb:ec
nw_src=21.188.213.96/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:61:96:2a
nw_src=21.188.213.109/32, dl_src=fa:16:3e:99:d7:2a
nw_src=21.188.213.104/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:7b:f6:2c
nw_src=21.188.213.113/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:94:16:24
dl_dst=fa:16:3e:11:80:31
nw_src=21.188.213.127/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:59:5c:55
dl_dst=fa:16:3e:ba:c8:6f
dl_dst=fa:16:3e:05:95:8e
dl_dst=01:00:00:ab:f0:58
dl_dst=fa:16:3e:09:1f:77
dl_dst=fa:16:3e:03:3f:b3
dl_dst=fa:16:3e:e7:cc:ce
dl_dst=fa:16:3e:bb:96:d5
dl_dst=fa:16:3e:45:03:b5
dl_dst=fa:16:3e:17:ed:9d
nw_src=21.188.213.131/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:b6:dd:54
nw_src=21.188.213.128/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:7d:3b:ed
nw_src=21.188.213.134/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:0d:92:90
nw_src=21.188.213.135/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:73:1f:d9
nw_src=23.36.117.44/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:18:69:6a
nw_src=23.36.117.34/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:c1:8f:a8
dl_dst=fa:16:3e:c0:b2:43
nw_src=23.36.117.66/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:66:ae:98
nw_src=23.36.117.65/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:a3:50:49
dl_dst=fa:16:3e:71:cd:3b
nw_src=23.36.117.70/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:1f:e6:a4
dl_dst=fa:16:3e:b1:7c:5b
nw_src=23.36.117.78/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:6f:79:9a
nw_src=23.36.117.77/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:38:d3:fd
nw_src=23.36.117.204/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:d9:f7:88
dl_dst=fa:16:3e:b8:af:51
dl_dst=fa:16:3e:8c:32:6f
nw_src=23.36.117.200/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:db:e8:57
nw_dst=216.43.85.59/32
nw_src=23.36.117.201/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:76:cb:99
nw_src=23.36.118.70/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:28:06:dc
dl_dst=fa:16:3e:a5:5e:eb
dl_dst=fa:16:3e:39:1e:ee
dl_dst=fa:16:3e:f7:75:08
nw_src=23.36.118.67/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:39:38:51
dl_dst=fa:16:3e:77:f6:04
dl_dst=fa:16:3e:af:23:28
nw_dst=216.43.85.40/32
nw_src=23.36.118.85/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:04:a4:97
nw_src=23.36.118.81/32, dl_src=fa:16:3e:0f:80:97
nw_src=23.36.118.11/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:84:11:6b
nw_src=23.36.118.14/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:23:f6:e8
nw_src=23.36.118.5/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:df:a3:c7
nw_src=23.36.118.28/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:fc:fc:c7
dl_dst=fa:16:3e:b8:f4:61
in_port=249
nw_src=23.36.118.21/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:d1:d5:1f
nw_src=23.36.118.16/32, nw_dst=216.43.85.40/32, dl_dst=fa:16:3e:a7:cf:71
nw_proto=17, nw_src=23.36.116.0/24, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:0c:fd:1b, eth_type=0x800
